,Unnamed: 0,Rating,Location,Headquarters,Size,Type of ownership,Sector,Revenue,Employer Provided Salary,Salary Per Hour,min salary,max salary,mean salary,Company,age,Company - Private,Company - Public,Government,Hospital,Nonprofit Organization,Other Organization,Subsidiary or Business Segment,le_sectors,mathematics,python, r ,machine learning,aws,cloud,excel,Senior/Junior,Role,No of competitors,Loc==HQ
243,243,3.9, CA, CA,10000+ ,Subsidiary or Business Segment,Biotech & Pharmaceuticals,$10+ billion ,0,0,127,199,163.0,Genentech,44,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,Data Scientist,0,1
244,244,3.4, RI, RI,501 - 1000 ,Nonprofit Organization,Insurance,Unknown / Non-Applicable,0,0,74,126,100.0,Blue Cross & Blue Shield of Rhode Island,81,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,1,Data Analyst,1,1
245,245,3.8, NE, NE,1001 - 5000 ,Nonprofit Organization,Other Sectors,Unknown / Non-Applicable,0,0,33,72,52.5,Boys Town,103,0,0,0,0,1,0,0,9,0,0,0,0,0,0,1,0,Data Scientist,3,1
246,246,3.6, PA, PA,5001 - 10000 ,Nonprofit Organization,Health Care,Unknown / Non-Applicable,0,1,17,24,20.5,Tower Health,3,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,Data Scientist,0,1
247,247,3.3, DC, DC,501 - 1000 ,Nonprofit Organization,Health Care,Unknown / Non-Applicable,0,0,37,63,50.0,The HSC Health Care System,137,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,Data Analyst,0,1
248,248,3.4, TX, VA,201 - 500 ,Company - Private,Business Services,$50 - $100 million ,0,0,67,119,93.0,Pro-Sphere Tek,14,1,0,0,0,0,0,0,2,0,1,1,0,1,1,0,0,Data or ML Engineer,0,0
249,249,3.0, OH, NE,1001 - 5000 ,Company - Private,Insurance,$2 - $5 billion ,0,0,72,117,94.5,Ameritas Life Insurance Corp,133,1,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,Data Scientist,0,0
250,250,4.0, CA, CA,5001 - 10000 ,Company - Public,Information Technology,$2 - $5 billion ,0,0,116,185,150.5,Autodesk,38,0,1,0,0,0,0,0,6,1,1,1,1,0,0,0,1,Data Scientist,0,1
251,251,3.7, NC, VA,1001 - 5000 ,Company - Public,Insurance,$5 - $10 billion ,0,0,78,126,102.0,Genworth,16,0,1,0,0,0,0,0,7,0,1,0,0,1,1,1,0,Data Scientist,3,0
252,252,4.4, MA, MA,201 - 500 ,Company - Public,Biotech & Pharmaceuticals,$100 - $500 million ,0,0,42,82,62.0,Rubius Therapeutics,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Data Scientist,0,1
253,253,4.3, MI, MI,201 - 500 ,Company - Private,Business Services,Unknown / Non-Applicable,0,0,59,116,87.5,OneMagnify,53,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,Data Analyst,0,1
254,254,4.0, CT, NY,10000+ ,Company - Public,Biotech & Pharmaceuticals,$10+ billion ,0,0,63,105,84.0,Pfizer,171,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Data Scientist,0,0
255,255,4.0, VA, VA,501 - 1000 ,Company - Private,Information Technology,$100 - $500 million ,0,0,109,177,143.0,Novetta,8,1,0,0,0,0,0,0,6,0,1,1,1,1,0,0,0,Data Scientist,3,1
256,256,3.2, PA, PA,1 - 50 ,Company - Private,Business Services,$5 - $10 million ,0,0,116,194,155.0,"Numeric, LLC",-1,1,0,0,0,0,0,0,2,0,1,1,1,1,0,1,1,Data Scientist,0,1
257,257,4.2, FL, FL,51 - 200 ,Company - Public,Business Services,$25 - $50 million ,0,0,48,95,71.5,IZEA,14,0,1,0,0,0,0,0,2,0,1,0,1,1,1,1,0,Data or ML Engineer,2,1
258,258,3.9, CA, CA,51 - 200 ,Company - Private,Insurance,$10 - $25 million ,0,0,83,133,108.0,Trace Data,20,1,0,0,0,0,0,0,7,0,1,1,1,0,0,0,0,Data Scientist,0,1
259,259,3.7, CA, Japan,10000+ ,Company - Public,Biotech & Pharmaceuticals,$10+ billion ,0,0,105,198,151.5,Takeda Pharmaceuticals,239,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,Data Scientist,3,0
260,260,3.6, CA, CA,51 - 200 ,Subsidiary or Business Segment,Retail,$100 - $500 million ,0,0,31,72,51.5,Vionic Group,14,0,0,0,0,0,0,1,10,0,0,0,0,0,0,1,0,Data Analyst,0,1
261,261,3.7, MA, Japan,10000+ ,Company - Public,Biotech & Pharmaceuticals,$10+ billion ,0,0,98,182,140.0,Takeda Pharmaceuticals,239,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,Data Scientist,3,0
262,262,2.8, NJ, NJ,201 - 500 ,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,55,100,77.5,Dodge Data & Analytics,6,1,0,0,0,0,0,0,6,0,1,1,1,0,1,1,1,Data Analyst,0,1
263,263,4.2, ID, ID,501 - 1000 ,Company - Private,Finance,$50 - $100 million ,0,0,45,82,63.5,Clearwater Analytics,16,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,Data Analyst,0,1
264,264,4.0, CA, CA,1 - 50 ,Company - Private,Information Technology,Less than $1 million ,0,0,83,135,109.0,"Tekvalley, Corp.",-1,1,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,Data Scientist,0,1
265,265,3.5, TN, VA,5001 - 10000 ,Company - Public,Aerospace & Defense,$500 million - $1 billion ,0,0,70,122,96.0,BWX Technologies,170,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Data Scientist,0,0
266,266,-1.0, CA, CA,51 - 200 ,Company - Private,Information Technology,$5 - $10 million ,1,0,200,250,225.0,CA-One Tech Cloud,3,1,0,0,0,0,0,0,6,0,1,1,1,1,0,1,1,Data Scientist,0,1
267,267,3.2, CA, CA,1001 - 5000 ,Company - Public,Finance,$500 million - $1 billion ,0,0,70,132,101.0,PennyMac,12,0,1,0,0,0,0,0,4,0,1,0,0,1,1,1,0,Data or ML Engineer,3,1
268,268,3.3, NJ, MA,1001 - 5000 ,Company - Private,Insurance,$10 - $25 million ,0,0,73,124,98.5,Plymouth Rock Assurance,38,1,0,0,0,0,0,0,7,1,0,1,0,0,0,1,1,Data Scientist,2,0
269,269,3.9, IA, IA,1001 - 5000 ,Company - Private,Manufacturing,$1 - $2 billion ,0,0,54,101,77.5,Vermeer,72,1,0,0,0,0,0,0,8,0,0,0,1,0,0,1,0,Data or ML Engineer,3,1
270,270,3.7, MA, Japan,10000+ ,Company - Public,Biotech & Pharmaceuticals,$10+ billion ,0,0,117,206,161.5,Takeda Pharmaceuticals,239,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Data Scientist,3,0
271,271,3.6, DE, DE,1001 - 5000 ,Nonprofit Organization,Health Care,$100 - $500 million ,0,1,21,34,27.5,Beebe Healthcare,85,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,Data Scientist,0,1
272,272,3.4, NY, Bermuda,1001 - 5000 ,Company - Public,Insurance,$1 - $2 billion ,0,0,111,183,147.0,Argo Group US,72,0,1,0,0,0,0,0,7,1,1,1,0,0,0,0,1,Data Scientist,0,0
273,273,3.5, CA, India,10000+ ,Company - Public,Information Technology,Unknown / Non-Applicable,0,0,68,112,90.0,L&T Infotech,23,0,1,0,0,0,0,0,6,0,1,1,1,0,0,1,0,Data Scientist,3,0
274,274,4.3, NJ, NJ,501 - 1000 ,Company - Public,Finance,$5 - $10 billion ,0,0,42,74,58.0,OceanFirst Financial,118,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,Data Analyst,0,1
275,275,4.1, MO, MO,501 - 1000 ,Company - Private,Other Sectors,$1 - $2 billion ,0,0,44,78,61.0,Associated Electric Cooperative,59,1,0,0,0,0,0,0,9,1,0,0,0,0,0,1,0,Data Analyst,0,1
276,276,2.6, PA, PA,501 - 1000 ,College / University,Education,Unknown / Non-Applicable,0,0,81,159,120.0,Software Engineering Institute,36,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,Data Scientist,0,1
277,277,3.6, NY, NY,1001 - 5000 ,Company - Public,Retail,$500 million - $1 billion ,0,0,95,161,128.0,Sotheby's,276,0,1,0,0,0,0,0,10,0,1,0,1,0,1,0,0,Data Scientist,0,1
278,278,3.5, OR, CA,1001 - 5000 ,Company - Private,Finance,$100 - $500 million ,0,0,75,124,99.5,First Tech Federal Credit Union,68,1,0,0,0,0,0,0,4,0,1,1,1,1,0,1,0,Data Scientist,0,0
279,279,3.6, MI, MI,1001 - 5000 ,Company - Private,Other Sectors,$500 million - $1 billion ,0,0,72,120,96.0,Amrock,23,1,0,0,0,0,0,0,9,0,1,1,1,0,0,0,0,Data Scientist,0,1
280,280,2.3, DC, DC,201 - 500 ,Company - Public,Biotech & Pharmaceuticals,$100 - $500 million ,0,0,76,126,101.0,Vanda Pharmaceuticals,17,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,Data Scientist,0,1
281,281,3.9, CA, CA,51 - 200 ,Company - Private,Finance,$50 - $100 million ,0,0,114,182,148.0,Zest AI,11,1,0,0,0,0,0,0,4,0,1,1,1,0,0,0,1,Data Scientist,0,1
282,282,4.0, VA, VA,501 - 1000 ,Company - Private,Information Technology,$100 - $500 million ,0,0,108,176,142.0,Novetta,8,1,0,0,0,0,0,0,6,0,1,0,0,1,1,0,1,Data Scientist,3,1
283,283,4.1, CA, CA,1 - 50 ,Company - Private,Education,Unknown / Non-Applicable,0,0,130,208,169.0,CK-12 Foundation,13,1,0,0,0,0,0,0,3,0,0,1,1,1,1,1,1,Data Scientist,0,1
284,284,3.2, AZ, CA,1001 - 5000 ,Company - Public,Finance,$500 million - $1 billion ,0,0,83,166,124.5,PennyMac,12,0,1,0,0,0,0,0,4,0,1,1,1,0,0,1,0,Data Scientist,3,0
285,285,4.7, AL, VA,51 - 200 ,Company - Private,Aerospace & Defense,$25 - $50 million ,0,0,42,76,59.0,DECISIVE ANALYTICS Corporation,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,Data Analyst,2,0
286,286,4.2, CA, MA,51 - 200 ,Company - Private,Business Services,$10 - $25 million ,0,0,37,68,52.5,Opinion Dynamics,33,1,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,Data Analyst,0,0
287,287,4.6, TX, VA,501 - 1000 ,Company - Private,Information Technology,$50 - $100 million ,0,0,52,99,75.5,Applied Information Sciences,38,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,Data or ML Engineer,0,0
288,288,3.7, NY, Switzerland,10000+ ,Company - Public,Insurance,$10+ billion ,0,0,105,173,139.0,Swiss Re,157,0,1,0,0,0,0,0,7,1,1,1,1,0,0,1,1,Data Scientist,3,0
289,289,3.7, MA, Japan,10000+ ,Company - Public,Biotech & Pharmaceuticals,$10+ billion ,0,0,71,134,102.5,Takeda Pharmaceuticals,239,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,Data or ML Engineer,3,0
290,290,4.4, SC, NC,201 - 500 ,Company - Private,Business Services,$25 - $50 million ,0,0,39,82,60.5,WK Dickson,91,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Data Scientist,3,0
291,291,3.7, MA, MA,5001 - 10000 ,Company - Public,Insurance,$5 - $10 billion ,0,0,114,179,146.5,The Hanover Insurance Group,168,0,1,0,0,0,0,0,7,1,1,1,1,0,0,1,0,Data Scientist,0,1
292,292,3.9, CA, CA,10000+ ,Subsidiary or Business Segment,Biotech & Pharmaceuticals,$10+ billion ,0,0,88,162,125.0,Genentech,44,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,Data Scientist,0,1
293,293,3.6, MA, MA,5001 - 10000 ,Company - Private,Insurance,$10+ billion ,0,0,60,102,81.0,MassMutual,169,1,0,0,0,0,0,0,7,0,1,0,0,0,0,0,1,Data Analyst,0,1
294,294,3.0, IL, IL,501 - 1000 ,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,100,166,133.0,Tempus Labs,5,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,Data Scientist,0,1
295,295,3.4, DC, VA,10000+ ,Subsidiary or Business Segment,Information Technology,$10+ billion ,0,0,55,99,77.0,General Dynamics Information Technology,24,0,0,0,0,0,0,1,6,0,0,1,0,0,0,1,0,Data Analyst,3,0
296,296,4.1, VA, VA,5001 - 10000 ,Company - Public,Business Services,$1 - $2 billion ,0,0,67,117,92.0,ManTech,52,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,Data or ML Engineer,0,1
297,297,3.8, MA, Switzerland,10000+ ,Company - Public,Biotech & Pharmaceuticals,$10+ billion ,0,0,92,150,121.0,Novartis,24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Data Scientist,0,0
298,298,4.0, CA, CA,5001 - 10000 ,Company - Public,Information Technology,$2 - $5 billion ,0,0,116,209,162.5,Autodesk,38,0,1,0,0,0,0,0,6,0,1,0,0,0,0,1,1,Data or ML Engineer,0,1
299,299,3.9, TX, TX,1001 - 5000 ,Nonprofit Organization,Business Services,$500 million - $1 billion ,0,0,38,82,60.0,Southwest Research Institute,73,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,Data Scientist,3,1
300,300,-1.0, CA, CA,201 - 500 ,Nonprofit Organization,Other Sectors,Unknown / Non-Applicable,1,0,85,90,87.5,Muso,-1,0,0,0,0,1,0,0,9,0,1,1,0,0,0,1,1,Other Data Roles,0,1
301,301,4.4, IN, CA,1 - 50 ,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,62,119,90.5,SpringML,5,1,0,0,0,0,0,0,6,0,1,0,1,0,1,0,0,Data or ML Engineer,0,0
302,302,3.8, MA, Switzerland,10000+ ,Company - Public,Biotech & Pharmaceuticals,$10+ billion ,0,0,86,143,114.5,Novartis,24,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,Data Scientist,0,0
303,303,3.8, CA, CA,5001 - 10000 ,Company - Public,Other Sectors,$2 - $5 billion ,0,0,93,149,121.0,Juniper Networks,24,0,1,0,0,0,0,0,9,0,1,0,1,0,1,1,0,Data Scientist,0,1
304,304,2.2, TX, CO,501 - 1000 ,Subsidiary or Business Segment,Business Services,$50 - $100 million ,0,0,84,136,110.0,The Integer Group,27,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,1,Data Scientist,3,0
305,305,2.9, MA, MA,201 - 500 ,Company - Public,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,60,123,91.5,Karyopharm Therapeutics Inc.,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Data Scientist,0,1
306,306,4.1, VA, VA,5001 - 10000 ,Company - Public,Business Services,$1 - $2 billion ,0,0,52,89,70.5,ManTech,52,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Data Analyst,0,1
307,307,3.7, LA, CO,501 - 1000 ,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,48,93,70.5,P2 Energy Solutions,-1,1,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,Data or ML Engineer,0,0
308,308,3.8, WA, WA,1001 - 5000 ,Government,Other Sectors,$500 million - $1 billion ,0,0,56,97,76.5,PNNL,55,0,0,1,0,0,0,0,9,1,1,1,1,0,0,0,0,Data Scientist,3,1
309,309,3.6, MA, MA,5001 - 10000 ,Company - Private,Insurance,$10+ billion ,0,0,65,119,92.0,MassMutual,169,1,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,Data or ML Engineer,0,1
310,310,4.7, UT, UT,51 - 200 ,Company - Private,Biotech & Pharmaceuticals,$1 - $5 million ,0,0,108,173,140.5,Recursion Pharmaceuticals,7,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,Data Scientist,0,1
311,311,3.5, VA, CA,1001 - 5000 ,Company - Private,Information Technology,$1 - $2 billion ,0,0,63,101,82.0,Esri,51,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,Data Scientist,1,0
312,312,3.3, NY, NY,10000+ ,Hospital,Health Care,$500 million - $1 billion ,0,0,54,115,84.5,Rochester Regional Health,6,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,Data Scientist,0,1
313,313,4.4, MA, MA,201 - 500 ,Company - Public,Biotech & Pharmaceuticals,$100 - $500 million ,0,0,90,179,134.5,Rubius Therapeutics,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Data Scientist,0,1
314,314,3.3, CA, CA,201 - 500 ,Company - Private,Business Services,Unknown / Non-Applicable,0,0,127,202,164.5,Samba TV,12,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,Data Scientist,0,1
315,315,3.4, FL, FL,201 - 500 ,Company - Public,Other Sectors,$50 - $100 million ,0,0,31,57,44.0,SV Microwave,29,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,Data Analyst,0,1
316,316,4.0, MD, MD,51 - 200 ,Company - Private,Information Technology,$5 - $10 million ,0,0,60,127,93.5,ClearEdge,18,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,Data or ML Engineer,0,1
317,317,4.4, VA, CA,1 - 50 ,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,75,143,109.0,SpringML,5,1,0,0,0,0,0,0,6,1,1,0,1,0,0,0,0,Data or ML Engineer,0,0
318,318,3.8, TX, CA,501 - 1000 ,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,105,194,149.5,Sumo Logic,10,1,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,Data or ML Engineer,3,0
319,319,3.5, DC, DC,1001 - 5000 ,Company - Private,Business Services,Unknown / Non-Applicable,0,0,45,86,65.5,EAB,13,1,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,Data or ML Engineer,0,1
320,320,3.5, NC, NC,1001 - 5000 ,Company - Public,Insurance,Unknown / Non-Applicable,0,0,95,154,124.5,Brighthouse Financial,3,0,1,0,0,0,0,0,7,0,1,1,1,0,0,1,1,Data Scientist,0,1
321,321,2.9, CA, NY,51 - 200 ,Company - Private,Business Services,Unknown / Non-Applicable,0,0,80,148,114.0,Affinity Solutions,22,1,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,Data or ML Engineer,3,0
322,322,3.9, PA, PA,501 - 1000 ,Nonprofit Organization,Finance,Unknown / Non-Applicable,0,0,36,62,49.0,Citadel Federal Credit Union,83,0,0,0,0,1,0,0,4,0,1,1,0,0,0,0,0,Data Analyst,3,1
323,323,3.3, NY, NY,10000+ ,Hospital,Health Care,$500 million - $1 billion ,0,0,54,115,84.5,Rochester Regional Health,6,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,Data Scientist,0,1
324,324,3.7, VA, VA,501 - 1000 ,Company - Private,Information Technology,$100 - $500 million ,0,0,50,92,71.0,CALIBRE Systems,31,1,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,Data Analyst,3,1
325,325,3.6, MA, MA,5001 - 10000 ,Company - Private,Insurance,$10+ billion ,0,0,67,135,101.0,MassMutual,169,1,0,0,0,0,0,0,7,1,0,0,1,0,0,0,1,Other Data Roles,0,1
326,326,3.5, CA, CA,1001 - 5000 ,Company - Private,Information Technology,$1 - $2 billion ,0,0,82,132,107.0,Esri,51,1,0,0,0,0,0,0,6,1,1,1,1,1,1,0,0,Data Scientist,1,1
327,327,4.7, MA, MA,201 - 500 ,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,85,140,112.5,New England Biolabs,46,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,Data Scientist,3,1
328,328,3.9, CA, CA,201 - 500 ,Company - Private,Information Technology,$10 - $25 million ,0,0,138,224,181.0,Tapjoy,13,1,0,0,0,0,0,0,6,0,1,0,1,0,0,0,0,Data or ML Engineer,2,1
329,329,3.7, IL, IL,10000+ ,Company - Public,Information Technology,$5 - $10 billion ,0,0,42,80,61.0,Motorola Solutions,92,0,1,0,0,0,0,0,6,1,1,0,1,0,0,0,0,Data Analyst,3,1
330,330,4.1, CA, CA,51 - 200 ,Company - Private,Information Technology,$50 - $100 million ,0,0,190,220,205.0,Credit Sesame,10,1,0,0,0,0,0,0,6,0,1,0,1,1,0,0,1,Data or ML Engineer,3,1
331,331,3.1, KY, NC,5001 - 10000 ,Company - Private,Manufacturing,$10+ billion ,0,0,68,139,103.5,Reynolds American,145,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,Data Scientist,0,0
332,332,3.6, MA, MA,5001 - 10000 ,Company - Private,Insurance,$10+ billion ,0,0,34,92,63.0,MassMutual,169,1,0,0,0,0,0,0,7,1,0,0,0,0,0,1,0,Data Analyst,0,1
333,333,3.0, CT, India,10000+ ,Company - Public,Information Technology,$10+ billion ,0,0,54,71,62.5,Infosys,39,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,Data Analyst,3,0
334,334,3.5, CA, CA,501 - 1000 ,Company - Private,Health Care,Unknown / Non-Applicable,0,0,65,124,94.5,Alignment Healthcare,7,1,0,0,0,0,0,0,5,1,1,0,1,1,1,1,0,Data or ML Engineer,0,1
335,335,3.6, CA, CA,1001 - 5000 ,Company - Private,Other Sectors,$100 - $500 million ,0,0,35,62,48.5,San Manuel Casino,34,1,0,0,0,0,0,0,9,1,0,0,0,0,0,1,0,Data Analyst,0,1
336,336,3.5, MA, MA,1001 - 5000 ,Company - Private,Biotech & Pharmaceuticals,$1 - $2 billion ,0,0,109,200,154.5,Sunovion,10,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,Data Scientist,3,1
337,337,4.0, TX, TX,1001 - 5000 ,Hospital,Health Care,$50 - $100 million ,0,1,18,25,21.5,Texas Health Huguley Hospital,43,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,Data Scientist,0,1
338,338,3.7, KS, IL,501 - 1000 ,Company - Public,Finance,$500 million - $1 billion ,0,0,61,113,87.0,Cboe Global Markets,47,0,1,0,0,0,0,0,4,0,1,0,1,0,0,1,0,Data or ML Engineer,0,0
339,339,2.4, IL, TX,501 - 1000 ,Company - Private,Manufacturing,$100 - $500 million ,0,0,39,66,52.5,Teasdale Latin Foods,-1,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,Data Scientist,0,0
340,340,3.2, NY, NY,501 - 1000 ,Company - Private,Business Services,Unknown / Non-Applicable,0,0,43,86,64.5,Guidepoint,17,1,0,0,0,0,0,0,2,0,1,0,0,1,1,1,0,Data or ML Engineer,3,1
341,341,2.1, CA, CA,201 - 500 ,Company - Public,Biotech & Pharmaceuticals,$25 - $50 million ,0,0,74,149,111.5,Cerus Corporation,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Data Scientist,0,1
342,342,3.7, MA, Japan,10000+ ,Company - Public,Biotech & Pharmaceuticals,$10+ billion ,0,0,113,196,154.5,Takeda Pharmaceuticals,239,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,Data or ML Engineer,3,0
343,343,2.6, PA, PA,501 - 1000 ,College / University,Education,Unknown / Non-Applicable,0,0,81,167,124.0,Software Engineering Institute,36,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,Data Scientist,0,1
344,344,4.4, IL, IL,201 - 500 ,Company - Private,Business Services,$50 - $100 million ,0,0,97,160,128.5,Maven Wave Partners,12,1,0,0,0,0,0,0,2,0,1,1,1,1,1,1,1,Data Scientist,0,1
345,345,3.7, CO, CO,501 - 1000 ,Hospital,Health Care,$100 - $500 million ,0,1,24,39,31.5,Vail Health,54,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,Data Scientist,0,1
346,346,3.5, CA, CA,501 - 1000 ,Nonprofit Organization,Health Care,$500 million - $1 billion ,0,0,42,86,64.0,Central California Alliance for Health,24,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,Data Analyst,0,1
347,347,3.0, TN, TN,10000+ ,Company - Private,Retail,$10+ billion ,0,0,69,127,98.0,Pilot Flying J Travel Centers LLC,62,1,0,0,0,0,0,0,10,0,1,0,0,0,1,0,1,Data or ML Engineer,3,1
348,348,4.2, CA, CA,51 - 200 ,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,110,175,142.5,Nuna,10,1,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,Data Scientist,0,1
349,349,3.9, NY, United Kingdom,10000+ ,Company - Public,Biotech & Pharmaceuticals,$10+ billion ,0,0,102,172,137.0,AstraZeneca,107,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,Data Scientist,3,0
350,350,4.0, CO, CO,501 - 1000 ,Nonprofit Organization,Insurance,$500 million - $1 billion ,0,0,74,124,99.0,Pinnacol Assurance,105,0,0,0,0,1,0,0,7,0,1,0,0,0,1,0,0,Data or ML Engineer,0,1
351,351,3.3, WI, WI,501 - 1000 ,Company - Private,Manufacturing,Unknown / Non-Applicable,0,0,40,68,54.0,Palermo's Pizza,56,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,Data Scientist,0,1
352,352,4.4, MA, MA,1001 - 5000 ,Company - Private,Information Technology,$1 - $2 billion ,0,0,108,171,139.5,MathWorks,36,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,Data Scientist,0,1
353,353,3.4, MD, VA,201 - 500 ,Company - Private,Information Technology,$25 - $50 million ,0,0,76,142,109.0,MetroStar Systems,21,1,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,Data or ML Engineer,0,0
354,354,3.3, IL, MA,10000+ ,Company - Private,Insurance,$10+ billion ,0,0,202,306,254.0,Liberty Mutual Insurance,108,1,0,0,0,0,0,0,7,1,1,1,0,0,0,0,1,Data Scientist,3,0
355,355,2.9, CA, CA,201 - 500 ,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,49,97,73.0,Audentes Therapeutics,8,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,Data Scientist,3,1
356,356,2.7, MD, MD,201 - 500 ,Company - Private,Biotech & Pharmaceuticals,$25 - $50 million ,0,0,49,113,81.0,Advanced BioScience Laboratories,59,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Data Scientist,0,1
357,357,3.6, DE, DE,1001 - 5000 ,Nonprofit Organization,Health Care,$100 - $500 million ,0,1,21,34,27.5,Beebe Healthcare,85,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,Data Scientist,0,1
358,358,3.1, NC, NC,5001 - 10000 ,Company - Private,Manufacturing,$10+ billion ,0,0,65,134,99.5,Reynolds American,145,1,0,0,0,0,0,0,8,0,0,1,0,0,0,1,0,Data Scientist,0,1
359,359,3.3, OH, OH,501 - 1000 ,Company - Private,Insurance,$500 million - $1 billion ,0,0,32,59,45.5,National Interstate,31,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,Data Analyst,0,1
360,360,4.5, IN, IN,51 - 200 ,Company - Private,Business Services,$25 - $50 million ,0,0,87,158,122.5,Moser Consulting,24,1,0,0,0,0,0,0,2,0,1,0,1,1,1,0,1,Data or ML Engineer,0,1
361,361,3.9, IL, IL,5001 - 10000 ,Company - Public,Finance,$1 - $2 billion ,0,0,107,173,140.0,TransUnion,52,0,1,0,0,0,0,0,4,0,1,1,1,0,0,1,1,Data Scientist,0,1
362,362,3.2, VA, MA,5001 - 10000 ,Nonprofit Organization,Other Sectors,$1 - $2 billion ,0,0,56,99,77.5,MITRE,62,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,1,Data Scientist,3,0
363,363,3.3, MA, MA,1 - 50 ,Company - Private,Other Sectors,Unknown / Non-Applicable,1,1,25,28,26.5,Mcphail Associates,44,1,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,Data Scientist,0,1
